,Unnamed: 0_x,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,Number,Street,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Antiguedad,Unnamed: 0_y,plate_id,Name
9136,5455321,7665978710,X16DMR,NJ,PAS,02/19/2014,38,SUBN,TOYOT,T,28830,14130,14180,88888888,70.0,70,70,347427,T302,C,0220P,,K,F,1491,Coney Island Ave,,0.0,408.0,h1,,YYYYY,0800A,0700P,BLACK,,0.0,,0.0,14 3,38-Failure to Display Muni Rec,,,,2014.0,8971,X16DMR,Angela Carter
9137,6251422,7791548276,GKX5827,NY,PAS,03/18/2014,37,4DSD,MAZDA,T,28990,28490,15490,20160202,112.0,112,112,357787,T401,H,0444P,0437P,Q,F,73-08,Austin St,,20140318.0,408.0,h1,,Y,0830A,0700P,BK,,2007.0,405-5369,0.0,61-A,37-Expired Muni Meter,,,,7.0,8972,GKX5827,Nicole Hays
9138,5545880,7759915860,93767JW,NY,COM,02/22/2014,74,UTIL,FORD,T,55890,67590,49690,88888888,107.0,107,107,347691,T402,A,1137A,,Q,O,87-10,Midland Pky,,0.0,408.0,j2,,,,,WHITE,,2008.0,,0.0,05 4,74-Missing Display Plate,,,,6.0,8973,93767JW,Jacob Manning
9139,6815557,7559896480,GDP1930,NY,PAS,04/14/2014,19,SUBN,NISSA,T,48830,70730,26530,20141119,84.0,84,84,343920,T301,G,1053A,,K,F,96,Henry St,,0.0,408.0,c3,,YYYYYYY,,,BK,,1998.0,,0.0,02 3,19-No Stand (bus stop),,,,16.0,8974,GDP1930,Amanda Allison
9140,3236285,7925139092,AE65879,AZ,PAS,11/15/2013,42,VAN,FORD,T,34490,0,0,88880088,14.0,14,14,355437,T106,H,0136P,,NY,I,S,W 36th St,45ft W/of 5th Ave,0.0,408.0,h1,,YYYYY,0600A,0700P,WHITE,,0.0,144-6114,0.0,88 -,42-Exp. Muni-Mtr (Com. Mtr. Z),,,,2013.0,8975,AE65879,Theresa Thompson
9141,2773237,7538678025,GCJ7514,NY,PAS,10/31/2013,20,SUBN,HONDA,T,35080,0,0,20140914,61.0,61,61,349483,T302,D,0236P,,K,I,E,E 7th St,10ft S/of Avenue Z,0.0,408.0,d,,YYYYYYY,0700A,0400P,BR,,2012.0,,0.0,33 -,20A-No Parking (Non-COM),,,,1.0,8976,GCJ7514,Laura Harding
9142,5158676,7926510180,Z6IYS,FL,PAS,02/04/2014,19,SUBN,NISSA,T,21190,37150,37170,20141188,33.0,33,33,357330,T103,N,0144P,,NY,F,245,Ft Washington Ave,,0.0,408.0,c3,,YYYYYYY,,,BLUE,,0.0,,0.0,18 -,19-No Stand (bus stop),,,,2014.0,8977,Z6IYS,Marco Drake
9143,4848237,7780989150,D9520Y,TN,PAS,12/23/2013,21,4DSD,TOYOT,T,0,0,0,20140388,44.0,44,44,348635,T201,I,1148A,,BX,I,W,Jerome Ave,46ft N/of E 164th St,0.0,408.0,d1,,Y  Y,1130A,0100P,WHITE,,0.0,,0.0,70 -,21-No Parking (street clean),,,,2013.0,8978,D9520Y,Nathan Oconnor
9144,1684120,7062094316,T619557C,NY,OMT,09/25/2013,31,SUBN,CADIL,T,18090,10410,25390,20131231,17.0,17,17,355208,T106,H,0354P,,NY,F,14,E 55th St,,0.0,408.0,l3,,YYYYY,0700A,0600P,BLACK,,2011.0,,0.0,99 -,31-No Stand (Com. Mtr. Zone),,,,2.0,8979,T619557C,Katie Cunningham
9145,9085943,7481941210,284ZTK,CT,PAS,06/25/2014,19,SUBN,CHEVR,T,64790,18140,51090,20140088,103.0,103,103,345236,T402,J,0945A,,Q,F,90-26,Sutphin Blvd,,0.0,408.0,c3,,YYYYYYY,,,BLACK,,0.0,,0.0,10 4,19-No Stand (bus stop),,,,2014.0,8980,284ZTK,Maurice Barnes
9146,5573287,5072816862,FJE1812,NY,PAS,02/23/2014,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0310P,,,,,ATLANTIC AVE.(E/B)@P,ENNSLYVANIA AVE.-KS-,0.0,1111.0,D,T,,,,BK,,2011.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,3.0,8981,FJE1812,Danny Wilcox
9147,4219605,7028178420,FWJ6092,NY,PAS,01/26/2014,14,4DSD,HYUND,T,17990,23340,23390,20160101,106.0,106,106,354034,T402,P,0733A,,Q,F,151-30,88th St,,0.0,408.0,c,,YYYYYYY,,,BL,,2012.0,,0.0,O -,14-No Standing,,,,2.0,8982,FWJ6092,Matthew Tapia
9148,8539577,7263992220,59687MC,NY,COM,06/05/2014,16,VAN,FORD,T,32940,21790,11115,20160430,1.0,1,1,359591,T105,C,0136P,0100P,NY,F,99,Warren St,,20140605.0,408.0,k2,,YYYYY,0700A,0600P,WH,,2012.0,,0.0,002,16-No Std (Com Veh) Com Plate,,,,2.0,8983,59687MC,William Bradshaw
9149,1956103,7690677149,FLR2839,NY,PAS,10/03/2013,38,4DSD,NISSA,T,9980,0,0,20150710,62.0,62,62,356182,T302,N,0155P,,K,I,W,68th St,15ft S/of 18th Ave,0.0,408.0,h1,,Y,0900A,0700P,GY,,0.0,,0.0,40 -,38-Failure to Display Muni Rec,,,,2013.0,8984,FLR2839,Lori Mendez
9150,3930400,7413901572,42580JZ,NY,COM,01/14/2014,21,PICK,FORD,T,50320,26280,26310,88888888,40.0,40,40,357333,T201,C,1002A,,BX,F,689,Melrose Ave,,0.0,408.0,d1,,Y  Y,0900A,1030A,WHITE,,2008.0,,0.0,09 -,21-No Parking (street clean),,,,6.0,8985,42580JZ,Gregory Morrow
9151,6202313,5073031210,APEP83,FL,PAS,03/15/2014,7,UT,HONDA,V,0,0,0,0,,0,0,0,,,0341P,,,,,EASTERN PKWY(W/B)@HO,WARD AVE.-KT-3,0.0,1111.0,D,T,,,,WHI,,1999.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,15.0,8986,APEP83,Joshua Owens
9152,35469,1357684721,FWW1242,NY,PAS,07/21/2013,20,SDN,INFIN,P,77130,17380,57930,20131220,68.0,68,68,935610,0068,0000,0510P,,K,O,7025,SHORE RD,,0.0,408.0,99,,BBBBBBB,ALL,ALL,BLK,0.0,2012.0,-,0.0,,,,,,1.0,8987,FWW1242,Paul Johnson
9153,8768392,8001066370,EWZ2802,NY,PAS,06/12/2014,38,SUBN,HONDA,T,5280,10230,10280,20160409,68.0,68,68,359306,T302,F,0307P,,K,O,7322,3rd Ave,,0.0,408.0,h1,,Y,0830A,0700P,BK,,2013.0,,0.0,32 3,38-Failure to Display Muni Rec,,,,1.0,8988,EWZ2802,Tammie Perry
9154,6246229,7296387634,XT420L,NJ,PAS,03/18/2014,40,DELV,FRUEH,T,17930,10410,25390,20140088,17.0,17,17,330692,T503,B1,1052A,,NY,F,7,E 47th St,,0.0,408.0,e2,,YYYYYYY,,,GREEN,,0.0,,0.0,07 7,40-Fire Hydrant,,,,2014.0,8989,XT420L,Stacey Williams
9155,3230852,7660539334,EPD1929,NY,PAS,11/15/2013,14,4DSD,NISSA,T,17430,13610,27800,20150322,13.0,13,13,357689,T800,B2,0106A,,NY,F,5,E 22nd St,,0.0,408.0,c,,YYYYYYY,0100A,0700A,BK,,2009.0,,0.0,C -,14-No Standing,,,,4.0,8990,EPD1929,Stephanie Gonzales
9156,3907514,7040130920,EWM7478,NY,PAS,01/13/2014,21,SUBN,TOYOT,T,20530,19230,94830,20151213,84.0,84,84,356490,T301,B,0845A,,K,O,157,Bond St,,0.0,408.0,d1,,Y,0830A,1000A,GY,,2010.0,,0.0,05 -,21-No Parking (street clean),,,,4.0,8991,EWM7478,Bryan Thompson
9157,8955381,7098164367,GPZ8578,NY,PAS,06/20/2014,71,SUBN,TOYOT,T,90780,73030,54050,20160514,62.0,62,62,353406,T302,A,0920A,,K,O,1702,W 6th St,,0.0,408.0,j6,,,,,BK,,2014.0,,0.0,03 3,71-Insp. Sticker Missing (NYS,,,,0.0,8992,GPZ8578,John French
9158,7794115,7662578008,WKT63E,NJ,PAS,05/09/2014,38,SUBN,PONTI,T,10210,0,0,88888888,19.0,19,19,359294,T103,P,0628P,,NY,I,W,3rd Ave,25ft S/of E 71st St,0.0,408.0,h1,,Y,0800A,0700P,WHITE,,0.0,,0.0,05 7,38-Failure to Display Muni Rec,,,,2014.0,8993,WKT63E,Deborah Villa
9159,182080,1355516470,GBV7636,NY,PAS,08/01/2013,21,SDN,TOYOT,S,5580,32130,19330,20141003,78.0,78,0,530809,KS06,0000,0749A,,K,F,169,5 AVENUE,,0.0,408.0,D1,,YYYYYYB,0730A,0800A,WHITE,0.0,2012.0,-,0.0,,,,,,1.0,8994,GBV7636,Laura Bennett
9160,6710791,7069084924,GJD4089,NY,PAS,04/26/2014,50,4DSD,BMW,T,0,0,0,20151006,34.0,34,34,354084,T103,L,0657A,,NY,I,N,Audubon Ave,0ft E/of Fort George,0.0,408.0,e5,,,,,GY,,2007.0,,0.0,CC2,50-Crosswalk,,,,7.0,8995,GJD4089,Mary Johnson
9161,404546,7874777608,AG07609,PA,PAS,08/08/2013,40,DELV,FRUEH,T,17570,0,0,20140588,13.0,13,13,355073,T102,A,0702A,,NY,I,S,E 29th St,10ft E/of 3rd Ave,0.0,408.0,e2,,YYYYYYY,,,TAN,,0.0,,0.0,99 -,40-Fire Hydrant,,,,2013.0,377,AG07609,Willie Gibbs
9162,4408393,7053390380,XY372R,NJ,PAS,12/17/2013,47,VAN,CHEVR,T,34930,10410,21680,20130088,18.0,18,18,353143,T106,H,0233P,,NY,F,4,W 58th St,,0.0,408.0,l2,,Y,0700A,0700P,GREY,,0.0,,0.0,99 -,47-Double PKG-Midtown,,,,2013.0,8996,XY372R,Kaitlin Harris
9163,3567052,7097946349,18353MA,NY,COM,11/27/2013,24,REFG,ISUZU,T,10010,17210,17230,20141231,9.0,9,9,356522,T102,M,0319P,,NY,O,186,1st Ave,,0.0,408.0,d5,,YYYYY,0700A,0400P,WH,,2013.0,,0.0,38 -,24-No Parking (exc auth veh),,,,0.0,8997,18353MA,Yolanda Murphy
9164,5448939,7089077743,47079MB,NY,COM,02/19/2014,38,VAN,GMC,T,64730,8880,8930,20150614,66.0,66,66,357080,T302,S,0131P,,K,F,4619,New Utrecht Ave,,0.0,408.0,h1,,YYYYY,0830A,0700P,WHITE,,2002.0,,0.0,43 3,38-Failure to Display Muni Rec,,,,12.0,8998,47079MB,Anthony Anderson
9165,7481216,7090296179,18563PC,NY,IRP,04/29/2014,38,TR/C,MACK,T,18240,8790,61090,20141030,115.0,115,115,358134,T401,B,0900A,,Q,F,37-64,90th St,,0.0,408.0,h1,,Y,0830A,0700P,ORANG,,2003.0,,0.0,18 4,38-Failure to Display Muni Rec,,,,11.0,8999,18563PC,Jody Mahoney
9166,872098,7833084270,55150MB,NY,COM,08/27/2013,69,PICK,GMC,T,34530,10410,10510,20131130,14.0,14,14,358948,T102,X,0218P,,NY,F,66,W 38th St,,0.0,408.0,h1,,YYYYY,0700A,0600P,WH,,2004.0,,0.0,99 -,69-Failure to Disp Muni Recpt,,,,9.0,9000,55150MB,Alicia Ramirez
9167,3623636,7953438495,CCC9203,MI,PAS,11/29/2013,20,4DSD,CHEVR,T,70620,74810,76550,20140488,52.0,52,52,353126,T201,M,1218P,,BX,F,2614-20,University Ave,,0.0,408.0,d,,YYYYYYY,,,WHITE,,0.0,,0.0,L -,20A-No Parking (Non-COM),,,,2013.0,9001,CCC9203,Angela Collier DDS
9168,6197568,7830796166,DZY7881,NY,PAS,03/15/2014,20,SUBN,ME/BE,T,64290,7240,7540,20150601,114.0,114,114,357347,T401,I,0338P,,Q,F,25-34,Steinway St,,0.0,408.0,d,,Y,0800A,0700P,BL,,2007.0,,0.0,25 4,20A-No Parking (Non-COM),,,,7.0,9002,DZY7881,Ann Sanders
9169,6609997,1362108250,12124JY,NY,COM,03/29/2014,40,VAN,CHEVR,P,49460,40404,40404,0,44.0,44,44,934830,0044,0000,1153A,,BX,F,610,EXTERIOR ST,,0.0,408.0,C,,BBBBBBB,0  :,0  :,WHITE,0.0,2007.0,-,5.0,,,,,,7.0,9003,12124JY,Ryan Nelson
9170,7289742,7868218654,AP507J,NJ,PAS,04/24/2014,14,DELV,MITSU,T,34690,10810,10910,88888888,18.0,18,18,346330,T502,J,0912A,,NY,F,351,W 46th St,,0.0,408.0,c,,YYYYYYY,,,WHITE,,0.0,,0.0,D 17,14-No Standing,,,,2014.0,9004,AP507J,Tiffany Robertson
9171,6035724,7661302809,FZL6524,NY,PAS,03/10/2014,21,SUBN,JEEP,T,18370,10110,10010,20140419,19.0,19,19,355685,T103,J,1128A,,NY,F,345,E 69th St,,0.0,408.0,d1,,Y  Y,1100A,1230A,GY,,2001.0,,0.0,CC1,21-No Parking (street clean),,,,13.0,9005,FZL6524,Kristina Myers
9172,7789167,7197992916,ZYB84P,NJ,PAS,05/09/2014,21,4DSD,INFIN,T,35830,14080,14130,88888888,70.0,70,70,346389,T302,U,0903A,,K,F,1015,E 23rd St,,0.0,408.0,d1,,Y,0830A,1000A,BLACK,,0.0,,0.0,R 32,21-No Parking (street clean),,,,2014.0,9006,ZYB84P,Kathleen Hopkins
9173,1084637,7937996924,JHX7100,PA,PAS,09/04/2013,20,SUBN,JEEP,T,15310,29890,31490,88880088,5.0,5,5,353164,T101,E,0402P,,NY,F,195,Chrystie St,,0.0,408.0,d,,YYYYY,0800A,0600P,GREY,,0.0,,0.0,74 -,20A-No Parking (Non-COM),,,,2013.0,9007,JHX7100,Dr. Jesus Morrison
9174,7364333,1369427116,GMJ6133,NY,PAS,04/29/2014,98,SUBN,HYUND,P,10480,5580,5680,20160228,68.0,68,68,951753,0068,0.0,0901P,,K,F,568,78 STREET,,0.0,408.0,C,,BBBBBBB,ALL,ALL,WH,0.0,2014.0,-,0.0,,,,,,0.0,9008,GMJ6133,Laura Williams
9175,6365208,4600123657,12199BB,NY,OMF,03/21/2014,36,BUS,FORD,V,0,0,0,0,,0,0,0,,,0807A,,,,,NB UNIVERSITY AV W T,REMONT AV - W BURNSI,0.0,1180.0,B,T,,,,WH,,2011.0,,0.0,,PHTO SCHOOL ZN SPEED VIOLATION,,,,3.0,9009,12199BB,Mr. Ronald Johnson
9176,1160166,7280641623,FGY5558,NY,PAS,09/06/2013,20,4DSD,HONDA,T,52930,89930,42330,20141227,84.0,84,84,358864,T301,D,0215P,,K,F,71,Jay St,,0.0,408.0,d,,YYYYY,0800A,0600P,BLACK,,2006.0,,0.0,01 -,20A-No Parking (Non-COM),,,,7.0,9010,FGY5558,David James
9177,2778134,7899833887,41794JX,NY,COM,10/31/2013,14,VAN,FORD,T,10510,34750,34770,20131130,18.0,18,18,345275,T106,A,0544A,,NY,O,1250,6th Ave,,0.0,408.0,c,,YYYYYYY,,,WH,,2008.0,,0.0,C -,14-No Standing,,,,5.0,9011,41794JX,Joy Snow
9178,7613657,7232356304,EUC5359,NY,PAS,05/03/2014,38,SUBN,SUBAR,T,28830,13830,29630,20150717,70.0,70,70,357093,T302,R,1129A,,K,F,731,Coney Island Ave,,0.0,408.0,h1,,Y,0800A,0700P,BL,,2001.0,,0.0,31 3,38-Failure to Display Muni Rec,,,,13.0,9012,EUC5359,Jessica Curtis
9179,1827198,1360597323,94567MC,NY,COM,09/30/2013,21,P-U,CHEVR,S,0,0,0,20141031,75.0,75,0,959147,KN05,0000,0137A,,K,,,W/S NEW JERSEY AVE,3  N/O STANLEY AV,0.0,408.0,D1,,YBBYBBB,1200A,0300A,WHITE,0.0,2012.0,-,0.0,,,,,,1.0,9013,94567MC,Sherry Gray
9180,1140247,5070528300,GEL2927,NY,PAS,09/06/2013,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0733P,,,,,AMSTERDAM AVE.(N/B)@,96TH STREET-MJ-3,0.0,1111.0,D,T,,,,GR,,1999.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,14.0,9014,GEL2927,Phillip Bartlett
9181,8377032,1369611729,88403JU,NY,COM,05/30/2014,19,DELV,DODGE,P,17810,24890,10210,0,17.0,17,17,952291,0017,0000,0405P,,NY,F,150,E .41 ST,,0.0,408.0,J2,,BBBBBBB,ALL,ALL,WHITE,0.0,2005.0,-,0.0,,,,,,9.0,9015,88403JU,Steve Weber
9182,8673213,7825190830,JLW5811,PA,PAS,06/10/2014,38,SUBN,SUZUK,T,13610,34790,34810,20150188,18.0,18,18,356534,T102,I,0251P,,NY,O,1657,Broadway,,0.0,408.0,h1,,YYYYY,0700A,0600P,GREEN,,0.0,,0.0,99 6,38-Failure to Display Muni Rec,,,,2014.0,9016,JLW5811,Kristina Martin
9183,5334280,1366976162,D9288,DE,PAS,02/11/2014,46,SUBN,ME/BE,P,5580,68730,10180,0,68.0,68,68,951225,0068,0000,0255P,,K,F,7118,5 AVE,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,TAN,0.0,0.0,-,0.0,,,,,,2014.0,9017,D9288,Emily Moran
9184,2626622,7709094156,J67DEN,NJ,PAS,10/26/2013,38,4DSD,HONDA,T,25390,18910,18930,88888888,23.0,23,23,353511,T103,H,0424P,,NY,F,1410,Madison Ave,,0.0,408.0,h1,,Y,0800A,0700P,RED,,0.0,,0.0,CC1,38-Failure to Display Muni Rec,,,,2013.0,9018,J67DEN,David Zamora
9185,8661434,1366873610,GGV9526,NY,PAS,06/10/2014,46,SDN,LEXUS,P,68930,67030,64830,20150616,77.0,77,77,902634,0077,0000,1007A,,K,F,1341,PACIFIC ST,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,GY,0.0,2001.0,-,0.0,,,,,,13.0,9019,GGV9526,Jennifer Kennedy
9186,7763776,1366037078,EDG5696,NY,PAS,05/08/2014,71,SUBN,HONDA,P,65020,26550,32835,20131210,41.0,41,163,955306,0163,0000,0925P,,BX,O,941,SIMPSON ST,,0.0,408.0,J3,,BBBBBBB,ALL,ALL,GY,0.0,2001.0,-,0.0,,,,,,13.0,9020,EDG5696,Nancy Deleon
9187,2377837,7833837374,THJ766,NE,PAS,10/18/2013,40,SUBN,GMC,T,34250,10910,11010,20130088,10.0,10,10,331220,T102,A,0903A,,NY,F,420,W 24th St,,0.0,408.0,e2,,YYYYYYY,,,TAN,,0.0,,6.0,99 -,40-Fire Hydrant,,,,2013.0,9021,THJ766,Allison Farley
9188,1840349,7721088288,EVM4220,NY,PAS,09/30/2013,21,4DSD,NISSA,T,10110,17070,17090,20140311,9.0,9,9,357366,T101,B,0817A,,NY,F,82,2nd Ave,,0.0,408.0,d1,,Y,0800A,0830A,GY,,1999.0,,0.0,20 -,21-No Parking (street clean),,,,14.0,9022,EVM4220,Carol Ramirez
9189,68191,1360003459,29665JJ,NY,COM,07/26/2013,46,DELV,FR/LI,P,0,40404,40404,20150331,17.0,17,401,926246,0401,0000,0948A,,NY,F,599,LEXINGTON,,0.0,408.0,F1,,BBBBBBB,ALL,ALL,WH,0.0,2003.0,-,0.0,,,,,,10.0,9023,29665JJ,Ryan Baker
9190,6650499,7110754339,EXN5558,NY,PAS,03/31/2014,21,SUBN,FORD,T,5790,9340,9540,20140228,114.0,114,114,355558,T401,M,0846A,,Q,O,40-15,12th St,,0.0,408.0,d1,,Y  Y,0810A,1000A,WH,,1998.0,,0.0,F 41,21-No Parking (street clean),,,,16.0,9024,EXN5558,Marcus Montes
9191,8560461,7889965540,90578MA,NY,COM,06/05/2014,16,REFG,ISUZU,T,34090,10910,10065,20150531,10.0,10,10,355186,T102,I,0314P,0230P,NY,O,437,W 16th St,,20140605.0,408.0,k2,,YYYYYYY,,,WH,,2010.0,,0.0,99 6,16-No Std (Com Veh) Com Plate,,,,4.0,9025,90578MA,Johnathan Johnson
9192,5851563,7657720761,ECG6311,NY,PAS,03/04/2014,38,SUBN,KIA,T,11710,35450,35470,20150923,20.0,20,20,359282,T103,H,1114A,,NY,F,513,Amsterdam Ave,,0.0,408.0,h1,,Y,0900A,1000P,GY,,2014.0,,0.0,51 7,38-Failure to Display Muni Rec,,,,0.0,9026,ECG6311,Anthony Fischer
9193,1439006,4001841204,T634504C,NY,OMT,09/16/2013,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0634P,,,,,WB FORDHAM RD @ SEDG,WICK AVE,0.0,1111.0,C,T,,,,GY,,2008.0,,0.0,,BUS LANE VIOLATION,,,,5.0,9027,T634504C,Lisa Greene
9194,6508862,7036512260,BWD7958,NY,PAS,03/26/2014,14,SUBN,FORD,T,22340,17590,49690,20160324,102.0,102,102,353104,T402,R,1253P,,Q,F,87-12,136th St,,0.0,408.0,c,,YYYYY,0700A,0400P,WH,,1993.0,,0.0,G 42,14-No Standing,,,,21.0,9028,BWD7958,Lisa Walker
9195,5260594,7685014518,DXD7345,NY,PAS,02/08/2014,38,SUBN,TOYOT,T,9830,90530,31330,20150406,62.0,62,62,330578,T302,U,0941A,,K,O,2485,65th St,,0.0,408.0,h1,,Y,0900A,0700P,GY,,2013.0,,0.0,M -,38-Failure to Display Muni Rec,,,,1.0,9029,DXD7345,Chad Watkins
9196,4068929,1366072029,49721JG,NY,COM,01/17/2014,17,DELV,INTER,P,0,40404,40404,0,7.0,7,7,932180,0007,0000,1251P,,NY,F,54,RUTGER STREET,,0.0,408.0,M5,,BBBBBBB,ALL,0  :A,BUS,0.0,1997.0,-,0.0,,,,,,17.0,9030,49721JG,Joshua Hull
9197,6347612,1365957860,92544JT,NY,COM,03/20/2014,14,VAN,,P,28870,27100,45440,0,1.0,1,136,927188,0136,0000,1001A,,NY,F,20,PINE ST,,0.0,408.0,C,,BBBBBBB,ALL,ALL,,0.0,0.0,-,0.0,,,,,,2014.0,9031,92544JT,Cynthia Trevino
9198,5978421,7577010194,37529MD,NY,COM,03/08/2014,38,VAN,ME/BE,T,35150,15710,13610,20140316,20.0,20,20,347454,T103,C,0932A,,NY,F,140,W 69th St,,0.0,408.0,h1,,Y,0900A,0700P,WHITE,,2014.0,,0.0,26 7,38-Failure to Display Muni Rec,,,,0.0,9032,37529MD,Mark Lindsey
9199,7596087,7999533063,89998MD,NY,COM,05/02/2014,16,VAN,FORD,T,18290,10210,10110,20160131,19.0,19,19,338894,T103,C,1032A,0948A,NY,O,220,E 65th St,,0.0,408.0,k2,,Y,0800A,0700P,WHITE,,2005.0,,0.0,05 7,16-No Std (Com Veh) Com Plate,,,,9.0,9033,89998MD,Alex Hopkins
9200,209468,7556305387,AD51649,AZ,PAS,08/01/2013,78,VAN,FORD,T,73330,11130,11180,20130088,78.0,78,78,330829,T802,A,1036P,,K,F,9109,Ridge Blvd,,0.0,408.0,k6,,YYYYYYY,0900P,0500A,WHITE,,0.0,,0.0,02 -,78-Nighttime PKG on Res Street,,,,2013.0,9034,AD51649,Ricardo Martin
9201,7469532,5080219762,CYN5388,NY,PAS,04/19/2014,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0242P,,,,,RICHMOND RD (E/B) @,NEW DORP LANE,0.0,1111.0,D,T,,,,GY,,1998.0,,0.0,,FAILURE TO STOP AT RED LIGHT,,,,16.0,9035,CYN5388,Frank Rodriguez
9202,8407166,7009111376,AP535D,NJ,PAS,05/31/2014,50,DELV,FRUEH,T,0,0,0,88888888,112.0,112,112,358566,T401,A,0834A,,Q,I,N,Queens Blvd,0ft E/of 67th Ave,0.0,408.0,e5,,,,,WHITE,,0.0,,0.0,53-A,50-Crosswalk,,,,2014.0,9036,AP535D,Margaret Diaz
9203,1321268,7005651054,EPY9618,NY,PAS,09/12/2013,46,SUBN,MERCU,T,24390,10140,10290,20150122,109.0,109,109,357348,T401,O,0223P,,Q,F,45-30,167th St,,0.0,408.0,f1,,,,,GR,,1997.0,,0.0,X -,46A-Double Parking (Non-COM),,,,16.0,9037,EPY9618,Monique Page
9204,5266467,7459965200,GKM9826,NY,PAS,02/09/2014,20,4DSD,ACURA,T,24040,0,0,20151009,103.0,103,103,353159,T402,J,0132P,,Q,I,W,160th St,60ft S/of 90th Ave,0.0,408.0,d,,YYYYYYY,,,GY,,2011.0,,0.0,11 -,20A-No Parking (Non-COM),,,,3.0,9038,GKM9826,Richard Watson DDS
9205,7229098,7791553077,152NV7,MA,PAS,04/02/2014,20,4DSD,TOYOT,T,7940,0,0,20140788,108.0,108,108,356503,T401,O,0116P,,Q,I,E,30th St,40ft S/of 48th Ave,0.0,408.0,d,,YYYYY,0800A,0600P,GOLD,,0.0,,0.0,K 41,20A-No Parking (Non-COM),,,,2014.0,9039,152NV7,Anthony Torres
9206,6712983,7069080372,GNJ9514,NY,PAS,04/16/2014,38,2DSD,HONDA,T,0,40404,40404,88888888,32.0,32,32,354084,T103,L,0222P,,NY,F,2473,Adam Clayton Powell,,0.0,408.0,h1,,Y,0900A,0700P,RED,,2010.0,,0.0,CC1,38-Failure to Display Muni Rec,,,,4.0,9040,GNJ9514,Kristi Nelson
9207,4576672,7808507258,GJY9813,NY,PAS,12/07/2013,21,SUBN,CHEVR,T,80330,75430,86630,20150929,77.0,77,77,347607,T301,L,0810A,,K,F,1375,St Johns Pl,,0.0,408.0,d1,,Y,0800A,0900A,BL,,1995.0,,0.0,I -,21-No Parking (street clean),,,,18.0,9041,GJY9813,Bradley Dougherty
9208,7207055,7753463755,24922JZ,NY,COM,04/22/2014,38,VAN,CHEVR,T,22240,41330,11180,88888888,43.0,43,43,358898,T202,A,1123A,,BX,F,1912,Cross Bronx Expy,,0.0,408.0,h1,,Y,0900A,0700P,WHITE,,2009.0,,0.0,14A,38-Failure to Display Muni Rec,,,,5.0,9042,24922JZ,Michael Haley
9209,2855608,1362140521,GKM6593,NY,PAS,11/03/2013,40,SDN,TOYOT,P,35020,50120,26670,20131105,44.0,44,163,952410,0163,0000,1015P,,BX,F,1165,GERARD AVE,,0.0,408.0,J6,,BBBBBBB,ALL,ALL,WHITE,0.0,2012.0,-,7.0,,,,,,1.0,9043,GKM6593,Christopher Jones
9210,7274727,7860392483,78909,MA,PAS,04/04/2014,47,DELV,FRUEH,T,10210,17490,17510,20140688,13.0,13,13,356356,T102,A,0729A,,NY,F,349,3rd Ave,,0.0,408.0,l2,,Y,0700A,0700P,WHITE,,0.0,,0.0,99 6,47-Double PKG-Midtown,,,,2014.0,9044,78909,Diana Palmer
9211,8817955,7996926360,FMH2610,NY,PAS,06/14/2014,21,SUBN,FORD,T,42730,48430,13630,20150707,75.0,75,75,346124,T301,M,0740A,,K,F,3377,Fulton St,,0.0,408.0,d1,,Y,0730A,0800A,WHITE,,2001.0,,0.0,A 31,21-No Parking (street clean),,,,13.0,9045,FMH2610,Michael Adams
9212,3488593,7280652578,GCA4312,NY,PAS,11/25/2013,38,SUBN,DODGE,T,42730,26830,41930,20141128,79.0,79,79,358864,T301,D,0338P,,K,F,1118,Fulton St,,0.0,408.0,h1,,Y,0800A,0700P,BLACK,,1998.0,,0.0,09 -,38-Failure to Display Muni Rec,,,,15.0,9046,GCA4312,Ashley Wolf
9213,6946938,7979887293,663RVQ,QB,PAS,04/04/2014,21,4DSD,SUZUK,T,35570,11710,13610,88880088,24.0,24,24,357097,T103,J,1026A,,NY,F,210,W 90th St,,0.0,408.0,d1,,Y  Y,0930A,1100A,SILVE,,0.0,,0.0,48 7,21-No Parking (street clean),,,,2014.0,9047,663RVQ,Bobby Johnson
